value_stream,process_step,step_number,total_steps,step_percentage,cycle_time_hours,exceptions_count,rework_required_pct,data_quality_score,automation_level_pct,primary_system,process_health,optimization_opportunity,gmp_relevant
Acquire to Decommission (A2D),Maintenance,6,7,85.7,7.7,2,2.8,0.697,20.3,SAP ECC,Yellow,Improve Data Quality,No
Acquire to Decommission (A2D),Maintenance,6,7,85.7,0.62,2,7.9,0.769,84.1,SAP S/4HANA,Red,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,4.46,3,9.7,0.871,31.2,Legacy System,Red,Improve Data Quality,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,0.63,1,13.7,0.932,51.4,Legacy System,Red,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,0.31,4,14.7,0.869,9.2,Cloud Platform,Green,Automate Manual Steps,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,5.68,1,31.6,0.742,40.2,SAP S/4HANA,Red,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,13.75,3,33.0,0.926,99.1,SAP ECC,Yellow,Automate Manual Steps,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,0.82,1,45.5,0.929,59.8,Legacy System,Red,Exception Handling,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,12.83,4,11.5,0.791,92.0,SAP ECC,Green,Exception Handling,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,5.4,3,27.7,0.857,29.6,SAP S/4HANA,Yellow,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,2.84,4,25.9,0.803,83.8,Cloud Platform,Yellow,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,0.48,0,36.7,0.7,7.0,SAP S/4HANA,Green,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,2.71,3,20.0,0.928,23.3,SAP ECC,Green,Improve Data Quality,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,8.76,2,25.5,0.547,99.9,Cloud Platform,Yellow,System Integration,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,0.42,2,26.0,0.806,65.7,SAP ECC,Yellow,Exception Handling,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,18.07,3,12.6,0.787,10.8,Cloud Platform,Green,Process Streamlining,No
Acquire to Decommission (A2D),Disposal,7,7,100.0,6.59,2,40.6,0.947,96.5,SAP ECC,Red,Exception Handling,No
Request to Service (R2S),Request Intake,1,6,16.7,18.91,2,49.4,0.906,11.8,SAP ECC,Red,Exception Handling,No
Request to Service (R2S),Request Intake,1,6,16.7,11.71,1,18.0,0.837,82.5,SAP S/4HANA,Yellow,System Integration,No
Request to Service (R2S),Request Intake,1,6,16.7,17.35,1,21.6,0.764,13.3,SAP ECC,Red,System Integration,No
Request to Service (R2S),Request Intake,1,6,16.7,8.89,2,23.8,0.917,52.1,Legacy System,Green,Process Streamlining,No
Request to Service (R2S),Request Intake,1,6,16.7,15.17,7,5.3,0.663,86.2,Legacy System,Yellow,Process Streamlining,No
Request to Service (R2S),Request Intake,1,6,16.7,0.13,6,4.0,0.984,75.9,Legacy System,Red,Improve Data Quality,No
Request to Service (R2S),Request Intake,1,6,16.7,2.25,1,26.0,0.742,88.8,SAP S/4HANA,Red,Process Streamlining,No
Request to Service (R2S),Request Intake,1,6,16.7,1.83,3,19.9,0.761,77.0,SAP S/4HANA,Yellow,Process Streamlining,No
Request to Service (R2S),Request Intake,1,6,16.7,1.11,6,7.5,0.771,41.4,Legacy System,Green,Process Streamlining,No
Request to Service (R2S),Request Intake,1,6,16.7,6.03,1,30.8,0.725,82.4,Cloud Platform,Green,Process Streamlining,No
Request to Service (R2S),Request Intake,1,6,16.7,0.4,1,19.0,0.826,38.3,SAP S/4HANA,Yellow,Improve Data Quality,No
Request to Service (R2S),Request Intake,1,6,16.7,0.33,1,8.0,0.766,85.3,Cloud Platform,Yellow,System Integration,No
Request to Service (R2S),Request Intake,1,6,16.7,8.0,2,51.4,0.774,33.0,Legacy System,Red,Exception Handling,No
Request to Service (R2S),Request Intake,1,6,16.7,3.04,0,32.8,0.802,65.4,SAP S/4HANA,Green,Improve Data Quality,No
Request to Service (R2S),Request Intake,1,6,16.7,3.74,1,37.1,0.754,83.7,SAP ECC,Red,Process Streamlining,No
Request to Service (R2S),Triage,2,6,33.3,9.15,2,23.8,0.851,62.1,SAP S/4HANA,Red,Improve Data Quality,No
Request to Service (R2S),Triage,2,6,33.3,2.63,4,1.1,0.804,61.6,SAP ECC,Yellow,Automate Manual Steps,No
Request to Service (R2S),Triage,2,6,33.3,6.46,3,1.5,0.889,47.1,SAP S/4HANA,Red,Process Streamlining,No
Request to Service (R2S),Triage,2,6,33.3,0.02,2,4.9,0.917,17.9,Cloud Platform,Green,System Integration,No
Request to Service (R2S),Triage,2,6,33.3,1.89,0,24.6,0.505,94.0,Legacy System,Green,Improve Data Quality,No
Request to Service (R2S),Triage,2,6,33.3,6.09,0,13.5,0.642,45.3,SAP S/4HANA,Green,System Integration,No
Request to Service (R2S),Triage,2,6,33.3,1.67,1,19.6,0.718,39.8,Cloud Platform,Yellow,Improve Data Quality,No
Request to Service (R2S),Triage,2,6,33.3,0.27,3,3.5,0.875,36.1,SAP S/4HANA,Green,Improve Data Quality,No
Request to Service (R2S),Triage,2,6,33.3,12.93,2,3.8,0.988,44.5,Legacy System,Red,Exception Handling,No
Request to Service (R2S),Triage,2,6,33.3,53.91,2,5.2,0.828,38.7,SAP S/4HANA,Yellow,System Integration,No
Request to Service (R2S),Triage,2,6,33.3,1.69,2,21.7,0.898,23.9,Legacy System,Red,Exception Handling,No
Request to Service (R2S),Triage,2,6,33.3,25.91,1,27.0,0.965,88.2,SAP ECC,Red,Automate Manual Steps,No
Request to Service (R2S),Triage,2,6,33.3,28.05,2,25.9,0.869,31.5,Legacy System,Green,Improve Data Quality,No
Request to Service (R2S),Triage,2,6,33.3,18.58,1,29.9,0.8,79.0,SAP ECC,Red,System Integration,No
Request to Service (R2S),Triage,2,6,33.3,3.06,0,16.2,0.643,25.5,SAP S/4HANA,Yellow,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,0.35,2,5.5,0.85,99.6,Cloud Platform,Yellow,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,3.01,1,21.0,0.942,17.9,Legacy System,Yellow,Process Streamlining,No
Request to Service (R2S),Assignment,3,6,50.0,0.22,2,6.3,0.931,95.3,SAP S/4HANA,Yellow,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,0.57,1,47.1,0.845,29.3,SAP ECC,Green,Process Streamlining,No
Request to Service (R2S),Assignment,3,6,50.0,3.55,1,12.1,0.917,46.0,Legacy System,Yellow,Exception Handling,No
Request to Service (R2S),Assignment,3,6,50.0,46.88,1,7.2,0.845,19.3,SAP ECC,Green,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,5.89,1,8.4,0.854,92.3,Legacy System,Green,Exception Handling,No
Request to Service (R2S),Assignment,3,6,50.0,8.98,1,25.8,0.851,32.1,SAP S/4HANA,Red,Automate Manual Steps,No
Request to Service (R2S),Assignment,3,6,50.0,0.59,2,20.6,0.715,71.3,SAP ECC,Red,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,0.85,3,13.3,0.75,8.2,SAP ECC,Red,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,0.16,2,7.8,0.78,19.0,Legacy System,Red,System Integration,No
Request to Service (R2S),Assignment,3,6,50.0,0.26,1,27.5,0.938,59.6,SAP S/4HANA,Yellow,Process Streamlining,No
Request to Service (R2S),Assignment,3,6,50.0,0.27,1,20.8,0.729,84.8,SAP S/4HANA,Green,Improve Data Quality,No
Request to Service (R2S),Assignment,3,6,50.0,2.0,1,17.5,0.871,35.1,Legacy System,Yellow,Exception Handling,No
Request to Service (R2S),Assignment,3,6,50.0,18.86,0,24.3,0.788,29.8,Cloud Platform,Red,Improve Data Quality,No
Request to Service (R2S),Resolution,4,6,66.7,1.56,2,13.2,0.736,60.4,SAP S/4HANA,Green,Automate Manual Steps,No
Request to Service (R2S),Resolution,4,6,66.7,4.74,2,9.7,0.92,29.2,SAP ECC,Yellow,System Integration,No
Request to Service (R2S),Resolution,4,6,66.7,4.65,0,29.0,0.707,84.6,SAP ECC,Red,System Integration,No
Request to Service (R2S),Resolution,4,6,66.7,6.78,0,35.8,0.889,35.2,SAP S/4HANA,Red,System Integration,No
Request to Service (R2S),Resolution,4,6,66.7,7.11,1,7.4,0.913,98.4,Legacy System,Yellow,Automate Manual Steps,No
Request to Service (R2S),Resolution,4,6,66.7,0.4,1,27.6,0.847,1.9,SAP S/4HANA,Red,Exception Handling,No
Request to Service (R2S),Resolution,4,6,66.7,2.82,1,6.7,0.825,91.2,SAP ECC,Green,Improve Data Quality,No
Request to Service (R2S),Resolution,4,6,66.7,2.24,2,45.5,0.717,20.5,Cloud Platform,Green,Improve Data Quality,No
Request to Service (R2S),Resolution,4,6,66.7,0.0,1,12.8,0.878,46.5,Cloud Platform,Yellow,Automate Manual Steps,No
Request to Service (R2S),Resolution,4,6,66.7,5.01,3,21.7,0.914,53.4,SAP ECC,Yellow,Improve Data Quality,No
Request to Service (R2S),Resolution,4,6,66.7,4.24,2,36.4,0.907,33.6,Cloud Platform,Red,Process Streamlining,No
Request to Service (R2S),Resolution,4,6,66.7,5.72,3,28.8,0.919,12.5,Legacy System,Red,Process Streamlining,No
Request to Service (R2S),Resolution,4,6,66.7,19.57,2,14.5,0.84,1.5,SAP ECC,Green,Exception Handling,No
Request to Service (R2S),Resolution,4,6,66.7,17.7,1,11.2,0.753,13.4,Cloud Platform,Yellow,Automate Manual Steps,No
Request to Service (R2S),Resolution,4,6,66.7,4.16,4,15.9,0.547,43.7,SAP ECC,Yellow,System Integration,No
Request to Service (R2S),Closure,5,6,83.3,12.65,1,48.2,0.674,66.4,SAP ECC,Red,Exception Handling,No
Request to Service (R2S),Closure,5,6,83.3,5.66,3,18.9,0.671,99.4,Legacy System,Red,Improve Data Quality,No
Request to Service (R2S),Closure,5,6,83.3,2.7,2,5.8,0.935,8.8,SAP ECC,Green,Process Streamlining,No
Request to Service (R2S),Closure,5,6,83.3,7.05,5,20.0,0.748,6.6,Legacy System,Red,Process Streamlining,No
Request to Service (R2S),Closure,5,6,83.3,3.03,1,17.4,0.564,52.1,Legacy System,Red,Exception Handling,No
Request to Service (R2S),Closure,5,6,83.3,3.69,0,25.1,0.592,90.2,Cloud Platform,Green,Process Streamlining,No
Request to Service (R2S),Closure,5,6,83.3,0.88,2,26.7,0.863,30.5,Legacy System,Yellow,Improve Data Quality,No
Request to Service (R2S),Closure,5,6,83.3,6.06,3,7.1,0.678,79.7,Cloud Platform,Green,Automate Manual Steps,No
Request to Service (R2S),Closure,5,6,83.3,3.0,2,48.9,0.819,85.8,SAP ECC,Yellow,Automate Manual Steps,No
Request to Service (R2S),Closure,5,6,83.3,8.19,0,27.8,0.452,26.3,Legacy System,Yellow,Automate Manual Steps,No
Request to Service (R2S),Closure,5,6,83.3,0.71,2,6.2,0.728,14.0,Cloud Platform,Red,Improve Data Quality,No
Request to Service (R2S),Closure,5,6,83.3,2.18,2,29.1,0.909,90.8,SAP S/4HANA,Red,Exception Handling,No
Request to Service (R2S),Closure,5,6,83.3,6.85,0,6.8,0.791,73.9,SAP ECC,Yellow,Exception Handling,No
Request to Service (R2S),Closure,5,6,83.3,4.19,3,14.7,0.936,1.3,SAP ECC,Green,Exception Handling,No
Request to Service (R2S),Closure,5,6,83.3,54.81,1,40.8,0.775,48.6,Legacy System,Red,Process Streamlining,No
Request to Service (R2S),Follow-up,6,6,100.0,0.65,1,19.7,0.909,40.2,SAP S/4HANA,Green,Exception Handling,No
Request to Service (R2S),Follow-up,6,6,100.0,13.13,0,27.9,0.901,4.4,Legacy System,Yellow,Automate Manual Steps,No
Request to Service (R2S),Follow-up,6,6,100.0,0.14,3,15.0,0.936,14.3,Legacy System,Green,System Integration,No
Request to Service (R2S),Follow-up,6,6,100.0,5.41,3,18.2,0.902,70.2,Legacy System,Yellow,Automate Manual Steps,No
Request to Service (R2S),Follow-up,6,6,100.0,9.86,2,16.9,0.803,74.3,Cloud Platform,Red,Process Streamlining,No
Request to Service (R2S),Follow-up,6,6,100.0,1.86,2,10.7,0.919,4.2,SAP S/4HANA,Red,Exception Handling,No
Request to Service (R2S),Follow-up,6,6,100.0,4.28,2,3.4,0.927,45.6,SAP ECC,Green,Exception Handling,No
Request to Service (R2S),Follow-up,6,6,100.0,1.69,1,18.3,0.607,76.6,Cloud Platform,Yellow,Process Streamlining,No
Request to Service (R2S),Follow-up,6,6,100.0,8.57,3,25.5,0.89,22.5,Legacy System,Green,Process Streamlining,No
Request to Service (R2S),Follow-up,6,6,100.0,1.25,2,30.0,0.806,48.8,Cloud Platform,Red,Exception Handling,No
Request to Service (R2S),Follow-up,6,6,100.0,1.98,2,15.8,0.654,5.1,Cloud Platform,Yellow,Automate Manual Steps,No
Request to Service (R2S),Follow-up,6,6,100.0,7.79,1,33.1,0.845,36.1,SAP S/4HANA,Yellow,System Integration,No
Request to Service (R2S),Follow-up,6,6,100.0,17.15,0,11.6,0.58,71.5,SAP S/4HANA,Red,Exception Handling,No
Request to Service (R2S),Follow-up,6,6,100.0,1.32,1,25.9,0.876,91.3,SAP ECC,Yellow,Automate Manual Steps,No
Request to Service (R2S),Follow-up,6,6,100.0,2.67,4,24.8,0.456,39.4,SAP ECC,Yellow,Process Streamlining,No
Idea to Market (I2M),Ideation,1,7,14.3,0.07,3,23.1,0.895,79.2,Legacy System,Red,Improve Data Quality,No
Idea to Market (I2M),Ideation,1,7,14.3,1.62,3,28.6,0.708,17.6,Cloud Platform,Yellow,Process Streamlining,No
Idea to Market (I2M),Ideation,1,7,14.3,2.65,2,11.7,0.887,28.4,Cloud Platform,Green,Automate Manual Steps,No
Idea to Market (I2M),Ideation,1,7,14.3,9.87,2,23.0,0.649,47.5,SAP S/4HANA,Red,Automate Manual Steps,No
Idea to Market (I2M),Ideation,1,7,14.3,1.08,1,15.3,0.608,98.0,Legacy System,Red,Process Streamlining,No
Idea to Market (I2M),Ideation,1,7,14.3,0.57,6,9.9,0.781,21.1,SAP ECC,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Ideation,1,7,14.3,2.71,1,10.8,0.741,59.6,Cloud Platform,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Ideation,1,7,14.3,4.99,4,29.9,0.988,53.8,Cloud Platform,Green,Process Streamlining,No
Idea to Market (I2M),Ideation,1,7,14.3,1.7,1,5.9,0.895,24.7,SAP S/4HANA,Yellow,Improve Data Quality,No
Idea to Market (I2M),Ideation,1,7,14.3,0.77,2,40.2,0.926,4.5,Cloud Platform,Yellow,Process Streamlining,No
Idea to Market (I2M),Ideation,1,7,14.3,6.82,2,36.5,0.965,68.8,Legacy System,Red,Automate Manual Steps,No
Idea to Market (I2M),Ideation,1,7,14.3,11.25,2,30.9,0.869,11.3,SAP S/4HANA,Green,Exception Handling,No
Idea to Market (I2M),Ideation,1,7,14.3,1.36,1,8.6,0.84,10.9,SAP ECC,Red,Process Streamlining,No
Idea to Market (I2M),Ideation,1,7,14.3,0.2,2,16.1,0.844,49.0,SAP S/4HANA,Red,Exception Handling,No
Idea to Market (I2M),Ideation,1,7,14.3,7.77,2,19.8,0.857,88.8,Cloud Platform,Green,Exception Handling,No
Idea to Market (I2M),Concept Dev,2,7,28.6,1.63,2,34.9,0.689,26.3,SAP S/4HANA,Green,Exception Handling,No
Idea to Market (I2M),Concept Dev,2,7,28.6,8.95,1,46.5,0.771,39.7,Legacy System,Green,Improve Data Quality,No
Idea to Market (I2M),Concept Dev,2,7,28.6,1.14,4,11.5,0.743,9.8,Legacy System,Red,Automate Manual Steps,No
Idea to Market (I2M),Concept Dev,2,7,28.6,4.51,2,14.3,0.775,56.2,Legacy System,Green,Automate Manual Steps,No
Idea to Market (I2M),Concept Dev,2,7,28.6,30.99,2,30.9,0.867,91.2,Legacy System,Green,Process Streamlining,No
Idea to Market (I2M),Concept Dev,2,7,28.6,0.76,1,19.9,0.76,81.0,Cloud Platform,Yellow,Exception Handling,No
Idea to Market (I2M),Concept Dev,2,7,28.6,3.57,3,5.9,0.819,61.6,SAP ECC,Yellow,Process Streamlining,No
Idea to Market (I2M),Concept Dev,2,7,28.6,3.63,2,2.1,0.914,75.0,SAP ECC,Red,System Integration,No
Idea to Market (I2M),Concept Dev,2,7,28.6,0.89,4,25.0,0.938,23.3,Legacy System,Yellow,System Integration,No
Idea to Market (I2M),Concept Dev,2,7,28.6,1.32,2,40.4,0.759,73.1,SAP S/4HANA,Green,Improve Data Quality,No
Idea to Market (I2M),Concept Dev,2,7,28.6,1.57,3,34.6,0.83,86.0,Cloud Platform,Yellow,Improve Data Quality,No
Idea to Market (I2M),Concept Dev,2,7,28.6,11.46,1,42.9,0.966,18.1,Cloud Platform,Yellow,System Integration,No
Idea to Market (I2M),Concept Dev,2,7,28.6,2.57,1,8.6,0.709,76.6,SAP ECC,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Concept Dev,2,7,28.6,3.04,1,37.4,0.573,90.2,Legacy System,Yellow,Improve Data Quality,No
Idea to Market (I2M),Concept Dev,2,7,28.6,15.54,1,29.0,0.826,18.0,Cloud Platform,Red,Process Streamlining,No
Idea to Market (I2M),Development,3,7,42.9,0.89,2,28.5,0.608,19.6,SAP ECC,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Development,3,7,42.9,31.91,3,14.6,0.711,42.1,SAP ECC,Yellow,Process Streamlining,No
Idea to Market (I2M),Development,3,7,42.9,3.11,3,11.0,0.633,1.9,Legacy System,Red,System Integration,No
Idea to Market (I2M),Development,3,7,42.9,4.39,2,29.6,0.841,81.3,SAP S/4HANA,Red,Improve Data Quality,No
Idea to Market (I2M),Development,3,7,42.9,5.18,3,45.7,0.836,47.1,Legacy System,Green,Exception Handling,No
Idea to Market (I2M),Development,3,7,42.9,1.07,2,24.7,0.814,52.8,Legacy System,Yellow,Process Streamlining,No
Idea to Market (I2M),Development,3,7,42.9,14.06,1,20.1,0.881,48.7,SAP S/4HANA,Green,Automate Manual Steps,No
Idea to Market (I2M),Development,3,7,42.9,1.41,4,4.3,0.957,91.8,SAP ECC,Red,Process Streamlining,No
Idea to Market (I2M),Development,3,7,42.9,5.08,2,37.6,0.933,42.5,Cloud Platform,Red,Automate Manual Steps,No
Idea to Market (I2M),Development,3,7,42.9,58.41,2,61.5,0.771,3.4,SAP S/4HANA,Yellow,System Integration,No
Idea to Market (I2M),Development,3,7,42.9,1.45,3,27.8,0.948,39.0,SAP ECC,Red,Process Streamlining,No
Idea to Market (I2M),Development,3,7,42.9,0.57,1,16.7,0.778,18.0,Cloud Platform,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Development,3,7,42.9,7.39,1,26.3,0.876,39.1,SAP S/4HANA,Green,Process Streamlining,No
Idea to Market (I2M),Development,3,7,42.9,0.85,1,5.7,0.849,41.8,SAP S/4HANA,Red,Improve Data Quality,No
Idea to Market (I2M),Development,3,7,42.9,13.26,2,28.7,0.832,11.7,Cloud Platform,Yellow,Process Streamlining,No
Idea to Market (I2M),Testing,4,7,57.1,26.44,2,28.8,0.829,26.6,SAP S/4HANA,Green,Exception Handling,No
Idea to Market (I2M),Testing,4,7,57.1,4.65,4,10.1,0.944,83.9,Cloud Platform,Yellow,Exception Handling,No
Idea to Market (I2M),Testing,4,7,57.1,0.4,2,25.3,0.801,50.4,SAP ECC,Red,Process Streamlining,No
Idea to Market (I2M),Testing,4,7,57.1,4.85,0,12.3,0.958,76.2,SAP S/4HANA,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Testing,4,7,57.1,6.84,2,1.4,0.891,99.5,SAP ECC,Green,Process Streamlining,No
Idea to Market (I2M),Testing,4,7,57.1,24.21,2,24.0,0.894,65.9,SAP ECC,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Testing,4,7,57.1,2.68,2,9.2,0.966,46.5,Legacy System,Red,Process Streamlining,No
Idea to Market (I2M),Testing,4,7,57.1,5.48,0,43.0,0.773,71.9,Cloud Platform,Red,System Integration,No
Idea to Market (I2M),Testing,4,7,57.1,0.77,1,16.6,0.812,32.9,Legacy System,Yellow,Process Streamlining,No
Idea to Market (I2M),Testing,4,7,57.1,6.84,1,20.2,0.812,38.5,SAP S/4HANA,Yellow,Improve Data Quality,No
Idea to Market (I2M),Testing,4,7,57.1,2.46,1,8.8,0.88,13.5,Legacy System,Yellow,System Integration,No
Idea to Market (I2M),Testing,4,7,57.1,6.75,3,20.8,0.957,94.5,Cloud Platform,Red,Improve Data Quality,No
Idea to Market (I2M),Testing,4,7,57.1,0.56,1,11.1,0.781,37.2,SAP ECC,Green,Automate Manual Steps,No
Idea to Market (I2M),Testing,4,7,57.1,3.57,1,3.2,0.734,28.7,Legacy System,Red,System Integration,No
Idea to Market (I2M),Testing,4,7,57.1,0.19,1,17.0,0.879,91.3,SAP ECC,Green,System Integration,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,10.07,2,27.3,0.927,84.5,Legacy System,Red,Improve Data Quality,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,14.89,3,9.6,0.929,40.0,Legacy System,Red,System Integration,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,6.33,3,37.0,0.869,30.3,Cloud Platform,Green,Improve Data Quality,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,18.13,2,32.7,0.937,1.4,SAP ECC,Red,System Integration,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,9.13,1,43.8,0.742,79.7,Cloud Platform,Yellow,Process Streamlining,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,2.54,4,18.2,0.555,100.0,SAP ECC,Green,Process Streamlining,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,10.41,0,11.1,0.854,53.8,Cloud Platform,Green,Process Streamlining,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,20.39,3,26.1,0.924,51.5,SAP ECC,Green,Process Streamlining,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,46.84,3,14.9,0.825,25.5,Legacy System,Red,Automate Manual Steps,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,4.93,3,6.5,0.935,23.9,SAP S/4HANA,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,13.01,2,8.0,0.908,7.0,SAP ECC,Yellow,Process Streamlining,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,0.67,2,19.5,0.885,39.0,Legacy System,Yellow,Process Streamlining,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,6.88,1,49.5,0.934,17.2,Cloud Platform,Yellow,Exception Handling,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,1.38,2,13.2,0.977,46.1,Cloud Platform,Green,Automate Manual Steps,No
Idea to Market (I2M),Regulatory Submission,5,7,71.4,25.68,1,12.8,0.876,23.4,Cloud Platform,Green,System Integration,No
Idea to Market (I2M),Launch,6,7,85.7,0.63,4,7.5,0.885,85.6,SAP ECC,Red,Exception Handling,No
Idea to Market (I2M),Launch,6,7,85.7,0.43,1,17.7,0.816,67.7,Cloud Platform,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Launch,6,7,85.7,13.67,0,11.5,0.942,10.8,SAP ECC,Yellow,Exception Handling,No
Idea to Market (I2M),Launch,6,7,85.7,2.27,1,17.3,0.559,33.4,Cloud Platform,Yellow,Exception Handling,No
Idea to Market (I2M),Launch,6,7,85.7,0.78,2,15.0,0.604,56.9,SAP ECC,Red,Improve Data Quality,No
Idea to Market (I2M),Launch,6,7,85.7,1.28,1,8.3,0.938,8.1,Legacy System,Yellow,Improve Data Quality,No
Idea to Market (I2M),Launch,6,7,85.7,1.17,1,40.3,0.79,58.6,SAP S/4HANA,Yellow,Improve Data Quality,No
Idea to Market (I2M),Launch,6,7,85.7,0.5,7,21.5,0.84,91.7,Cloud Platform,Green,Improve Data Quality,No
Idea to Market (I2M),Launch,6,7,85.7,5.63,2,13.1,0.893,78.3,Legacy System,Yellow,System Integration,No
Idea to Market (I2M),Launch,6,7,85.7,5.42,2,9.1,0.557,23.1,Legacy System,Red,Improve Data Quality,No
Idea to Market (I2M),Launch,6,7,85.7,3.54,2,14.4,0.798,53.2,Cloud Platform,Green,Exception Handling,No
Idea to Market (I2M),Launch,6,7,85.7,9.49,4,7.5,0.918,79.7,SAP ECC,Green,System Integration,No
Idea to Market (I2M),Launch,6,7,85.7,6.69,0,17.2,0.815,94.7,Legacy System,Yellow,System Integration,No
Idea to Market (I2M),Launch,6,7,85.7,5.19,0,12.3,0.717,43.0,Legacy System,Red,System Integration,No
Idea to Market (I2M),Launch,6,7,85.7,2.79,5,7.1,0.946,68.4,Cloud Platform,Green,Process Streamlining,No
Idea to Market (I2M),Monitoring,7,7,100.0,18.15,1,40.7,0.852,49.3,SAP ECC,Yellow,System Integration,No
Idea to Market (I2M),Monitoring,7,7,100.0,0.2,0,8.1,0.745,29.9,Cloud Platform,Red,Automate Manual Steps,No
Idea to Market (I2M),Monitoring,7,7,100.0,1.98,2,22.1,0.856,6.1,Cloud Platform,Yellow,Process Streamlining,No
Idea to Market (I2M),Monitoring,7,7,100.0,17.58,1,36.0,0.654,50.8,Cloud Platform,Yellow,Exception Handling,No
Idea to Market (I2M),Monitoring,7,7,100.0,8.13,4,18.9,0.957,81.9,Cloud Platform,Red,Process Streamlining,No
Idea to Market (I2M),Monitoring,7,7,100.0,17.46,2,10.8,0.678,57.4,Legacy System,Red,Improve Data Quality,No
Idea to Market (I2M),Monitoring,7,7,100.0,1.94,3,46.2,0.859,55.8,Cloud Platform,Red,Improve Data Quality,No
Idea to Market (I2M),Monitoring,7,7,100.0,4.22,1,5.0,0.576,58.7,SAP ECC,Red,Automate Manual Steps,No
Idea to Market (I2M),Monitoring,7,7,100.0,1.51,0,30.2,0.803,94.3,SAP ECC,Yellow,Automate Manual Steps,No
Idea to Market (I2M),Monitoring,7,7,100.0,0.49,1,16.8,0.974,52.9,Legacy System,Yellow,Improve Data Quality,No
Idea to Market (I2M),Monitoring,7,7,100.0,10.33,1,33.5,0.854,15.6,Cloud Platform,Green,Automate Manual Steps,No
Idea to Market (I2M),Monitoring,7,7,100.0,0.59,5,44.9,0.665,67.6,SAP ECC,Green,Process Streamlining,No
Idea to Market (I2M),Monitoring,7,7,100.0,2.83,4,6.6,0.846,91.8,SAP ECC,Red,Automate Manual Steps,No
Idea to Market (I2M),Monitoring,7,7,100.0,1.28,2,44.1,0.72,24.1,SAP S/4HANA,Yellow,Process Streamlining,No
Idea to Market (I2M),Monitoring,7,7,100.0,0.85,3,9.2,0.841,54.3,SAP ECC,Red,Improve Data Quality,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,0.48,1,18.9,0.9,56.4,Cloud Platform,Yellow,Automate Manual Steps,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,0.2,2,12.7,0.947,82.4,Cloud Platform,Yellow,Exception Handling,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,0.88,1,14.7,0.725,47.1,SAP S/4HANA,Green,Exception Handling,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,0.14,2,27.4,0.456,28.4,Legacy System,Yellow,Exception Handling,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,0.61,1,39.4,0.859,22.2,Cloud Platform,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,6.45,1,16.8,0.824,48.5,SAP ECC,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,1.39,3,22.6,0.877,59.2,SAP S/4HANA,Red,System Integration,No
