compliance_check,audit_schedule,last_audit_days_ago,days_to_next_audit,compliance_status,last_audit_findings,open_findings,finding_closure_rate_pct,regulatory_authority,risk_level,estimated_remediation_days,gxp_impact_area,transformation_dependency
CAPA Effectiveness & Trending,Annual,57,146,Compliant,1,0,100.0,EMA,Low,0,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Continuous,258,2,Due Soon,4,0,100.0,EMA,High,0,Manufacturing,Process Automation
CAPA Effectiveness & Trending,Monthly,233,21,Due Soon,4,0,100.0,PMDA,High,0,Process,None
CAPA Effectiveness & Trending,Quarterly,117,90,Compliant,3,0,100.0,Multiple,Low,0,Quality,Data Governance
CAPA Effectiveness & Trending,Annual,194,267,Compliant,7,2,88.7,EMA,Low,1,Quality,Process Automation
CAPA Effectiveness & Trending,Continuous,113,0,Due Soon,0,1,-300.0,Multiple,High,25,Quality,None
CAPA Effectiveness & Trending,Continuous,355,1,Due Soon,1,0,100.0,Multiple,High,0,All,Data Governance
CAPA Effectiveness & Trending,Monthly,195,26,Due Soon,0,0,100.0,EMA,High,0,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Monthly,139,6,Due Soon,1,0,100.0,FDA,High,0,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Quarterly,172,77,Compliant,0,0,100.0,FDA,Low,0,Quality,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,55,138,Compliant,3,1,87.1,FDA,Low,4,Quality,None
CAPA Effectiveness & Trending,Annual,97,158,Compliant,6,0,100.0,EMA,Low,0,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Quarterly,292,10,Due Soon,1,1,63.6,FDA,High,13,Process,Process Automation
CAPA Effectiveness & Trending,Annual,162,24,Due Soon,5,0,100.0,FDA,High,0,Data Integrity,eBR Implementation
CAPA Effectiveness & Trending,Quarterly,204,36,Scheduled,0,1,-300.0,EMA,Medium,4,Data Integrity,Process Automation
CAPA Effectiveness & Trending,Quarterly,360,16,Due Soon,0,1,-300.0,FDA,High,4,Data Integrity,Process Automation
CAPA Effectiveness & Trending,Continuous,258,1,Due Soon,1,0,100.0,EMA,High,0,Manufacturing,None
CAPA Effectiveness & Trending,Monthly,301,15,Due Soon,0,0,100.0,FDA,High,0,Data Integrity,System Upgrade
CAPA Effectiveness & Trending,Semi-Annual,238,174,Compliant,1,0,100.0,FDA,Low,0,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Semi-Annual,335,174,Compliant,6,0,100.0,EMA,Low,0,Quality,None
CAPA Effectiveness & Trending,Continuous,230,5,Due Soon,6,0,100.0,EMA,High,0,Data Integrity,Data Governance
CAPA Effectiveness & Trending,Quarterly,221,79,Compliant,0,0,100.0,FDA,Low,0,All,System Upgrade
CAPA Effectiveness & Trending,Semi-Annual,311,156,Compliant,1,1,63.6,FDA,Low,4,Quality,None
CAPA Effectiveness & Trending,Monthly,8,3,Due Soon,3,0,100.0,EMA,High,0,Data Integrity,None
CAPA Effectiveness & Trending,Annual,49,255,Compliant,3,1,87.1,Multiple,Low,2,Data Integrity,System Upgrade
CAPA Effectiveness & Trending,Quarterly,35,20,Due Soon,5,2,84.3,PMDA,High,45,Process,Data Governance
CAPA Effectiveness & Trending,Quarterly,37,11,Due Soon,0,2,-700.0,EMA,High,20,All,Data Governance
CAPA Effectiveness & Trending,Monthly,227,8,Due Soon,3,1,87.1,EMA,High,31,Manufacturing,None
CAPA Effectiveness & Trending,Monthly,187,1,Due Soon,10,1,96.0,PMDA,High,4,All,Process Automation
CAPA Effectiveness & Trending,Continuous,226,2,Due Soon,5,0,100.0,PMDA,High,0,Process,None
CAPA Effectiveness & Trending,Quarterly,43,47,Scheduled,1,6,-118.2,Multiple,Medium,16,Process,Process Automation
CAPA Effectiveness & Trending,Quarterly,22,87,Compliant,8,1,95.1,FDA,Low,5,Quality,None
CAPA Effectiveness & Trending,Annual,54,79,Compliant,11,0,100.0,PMDA,Low,0,All,System Upgrade
CAPA Effectiveness & Trending,Continuous,38,6,Due Soon,4,1,90.2,EMA,High,2,All,Process Automation
CAPA Effectiveness & Trending,Annual,239,178,Compliant,0,0,100.0,Multiple,Low,0,Process,Process Automation
CAPA Effectiveness & Trending,Annual,93,43,Scheduled,2,0,100.0,FDA,Medium,0,All,Process Automation
CAPA Effectiveness & Trending,Semi-Annual,169,102,Compliant,1,1,63.6,FDA,Low,12,Data Integrity,Data Governance
CAPA Effectiveness & Trending,Continuous,109,7,Due Soon,0,1,-300.0,Multiple,High,0,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Monthly,280,1,Due Soon,0,0,100.0,EMA,High,0,All,System Upgrade
CAPA Effectiveness & Trending,Semi-Annual,291,81,Compliant,3,0,100.0,FDA,Low,0,Process,Process Automation
CAPA Effectiveness & Trending,Annual,221,185,Compliant,0,0,100.0,Multiple,Low,0,Quality,eBR Implementation
CAPA Effectiveness & Trending,Semi-Annual,351,5,Due Soon,8,3,85.2,Multiple,High,0,Data Integrity,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,73,21,Due Soon,1,4,-45.5,FDA,High,1,Data Integrity,Process Automation
CAPA Effectiveness & Trending,Annual,365,152,Compliant,0,0,100.0,Multiple,Low,0,All,None
CAPA Effectiveness & Trending,Semi-Annual,133,171,Compliant,11,2,92.8,EMA,Low,2,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Monthly,153,10,Due Soon,0,5,-1900.0,EMA,High,5,Quality,Data Governance
CAPA Effectiveness & Trending,Monthly,244,15,Due Soon,2,0,100.0,EMA,High,0,All,Data Governance
CAPA Effectiveness & Trending,Continuous,6,6,Due Soon,4,0,100.0,EMA,High,0,Manufacturing,None
CAPA Effectiveness & Trending,Continuous,166,2,Due Soon,4,0,100.0,PMDA,High,0,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Monthly,76,29,Due Soon,0,0,100.0,Multiple,High,0,Data Integrity,eBR Implementation
CAPA Effectiveness & Trending,Monthly,267,8,Due Soon,5,0,100.0,FDA,High,0,All,System Upgrade
CAPA Effectiveness & Trending,Monthly,297,20,Due Soon,0,1,-300.0,FDA,High,11,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Semi-Annual,357,107,Compliant,4,0,100.0,EMA,Low,0,Process,Process Automation
Deviation Investigation & Trending,Semi-Annual,108,89,Compliant,0,1,-300.0,EMA,Low,3,Process,eBR Implementation
Deviation Investigation & Trending,Quarterly,9,46,Scheduled,8,1,95.1,PMDA,Medium,6,Data Integrity,None
Deviation Investigation & Trending,Annual,256,358,Compliant,1,0,100.0,Multiple,Low,0,All,Process Automation
Deviation Investigation & Trending,Quarterly,278,45,Scheduled,2,0,100.0,Multiple,Medium,0,Process,Data Governance
Deviation Investigation & Trending,Annual,235,90,Compliant,6,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Deviation Investigation & Trending,Continuous,278,2,Due Soon,1,0,100.0,Multiple,High,0,All,Data Governance
Deviation Investigation & Trending,Monthly,146,20,Due Soon,3,0,100.0,FDA,High,0,Manufacturing,eBR Implementation
Deviation Investigation & Trending,Annual,9,332,Compliant,1,1,63.6,Multiple,Low,4,Manufacturing,Process Automation
Deviation Investigation & Trending,Continuous,325,1,Due Soon,4,1,90.2,Multiple,High,35,Process,None
Deviation Investigation & Trending,Annual,149,341,Compliant,2,1,81.0,Multiple,Low,2,Quality,System Upgrade
Deviation Investigation & Trending,Monthly,196,17,Due Soon,1,0,100.0,FDA,High,0,Quality,Process Automation
Deviation Investigation & Trending,Annual,238,179,Compliant,3,0,100.0,Multiple,Low,0,All,eBR Implementation
Deviation Investigation & Trending,Quarterly,260,28,Due Soon,2,0,100.0,PMDA,High,0,Data Integrity,Data Governance
Deviation Investigation & Trending,Quarterly,345,53,Scheduled,2,0,100.0,EMA,Medium,0,Manufacturing,Process Automation
Deviation Investigation & Trending,Annual,14,7,Due Soon,1,4,-45.5,EMA,High,12,Data Integrity,None
Deviation Investigation & Trending,Continuous,172,5,Due Soon,0,1,-300.0,EMA,High,6,Process,Process Automation
Deviation Investigation & Trending,Semi-Annual,201,142,Compliant,4,2,80.5,EMA,Low,3,Process,Process Automation
Deviation Investigation & Trending,Annual,220,295,Compliant,5,0,100.0,EMA,Low,0,All,System Upgrade
Deviation Investigation & Trending,Monthly,163,28,Due Soon,4,0,100.0,EMA,High,0,All,System Upgrade
Deviation Investigation & Trending,Annual,65,363,Compliant,1,2,27.3,FDA,Low,5,Process,Process Automation
Deviation Investigation & Trending,Quarterly,82,70,Compliant,13,0,100.0,PMDA,Low,0,Quality,eBR Implementation
Deviation Investigation & Trending,Annual,224,13,Due Soon,1,1,63.6,FDA,High,0,Process,System Upgrade
Deviation Investigation & Trending,Annual,363,316,Compliant,0,0,100.0,FDA,Low,0,Process,Process Automation
Deviation Investigation & Trending,Annual,233,66,Compliant,14,2,94.3,PMDA,Low,4,Quality,System Upgrade
Deviation Investigation & Trending,Semi-Annual,100,76,Compliant,0,0,100.0,EMA,Low,0,All,Data Governance
Deviation Investigation & Trending,Annual,43,140,Compliant,2,5,4.8,EMA,Low,11,Manufacturing,None
Deviation Investigation & Trending,Annual,236,56,Scheduled,1,1,63.6,FDA,Medium,68,Manufacturing,System Upgrade
Deviation Investigation & Trending,Quarterly,93,33,Scheduled,2,4,23.8,FDA,Medium,0,Manufacturing,Process Automation
Deviation Investigation & Trending,Quarterly,201,26,Due Soon,3,1,87.1,FDA,High,11,All,eBR Implementation
Deviation Investigation & Trending,Monthly,250,2,Due Soon,2,0,100.0,FDA,High,0,Quality,Process Automation
Deviation Investigation & Trending,Monthly,161,28,Due Soon,0,3,-1100.0,Multiple,High,2,Quality,System Upgrade
Deviation Investigation & Trending,Quarterly,92,1,Due Soon,14,1,97.2,FDA,High,5,Manufacturing,Data Governance
Deviation Investigation & Trending,Quarterly,315,61,Compliant,7,2,88.7,FDA,Low,5,Quality,None
Deviation Investigation & Trending,Quarterly,99,15,Due Soon,0,3,-1100.0,FDA,High,14,Process,eBR Implementation
Deviation Investigation & Trending,Continuous,111,2,Due Soon,4,2,80.5,PMDA,High,3,Manufacturing,System Upgrade
Deviation Investigation & Trending,Annual,71,167,Compliant,5,0,100.0,EMA,Low,0,Manufacturing,System Upgrade
Deviation Investigation & Trending,Quarterly,247,35,Scheduled,0,0,100.0,EMA,Medium,0,Manufacturing,Data Governance
Deviation Investigation & Trending,Continuous,240,4,Due Soon,0,1,-300.0,Multiple,High,0,All,None
Deviation Investigation & Trending,Monthly,99,29,Due Soon,0,0,100.0,PMDA,High,0,Quality,System Upgrade
Deviation Investigation & Trending,Quarterly,53,50,Scheduled,3,0,100.0,PMDA,Medium,0,Quality,System Upgrade
Deviation Investigation & Trending,Monthly,229,13,Due Soon,1,2,27.3,Multiple,High,6,Process,Data Governance
Deviation Investigation & Trending,Quarterly,56,79,Compliant,1,4,-45.5,Multiple,Low,0,All,System Upgrade
Deviation Investigation & Trending,Continuous,192,5,Due Soon,1,1,63.6,FDA,High,15,All,System Upgrade
Deviation Investigation & Trending,Annual,130,261,Compliant,5,0,100.0,Multiple,Low,0,Data Integrity,None
Deviation Investigation & Trending,Continuous,204,5,Due Soon,3,1,87.1,FDA,High,2,Manufacturing,System Upgrade
Deviation Investigation & Trending,Quarterly,96,54,Scheduled,0,2,-700.0,PMDA,Medium,2,Quality,eBR Implementation
Deviation Investigation & Trending,Semi-Annual,191,168,Compliant,0,0,100.0,PMDA,Low,0,Quality,Data Governance
Deviation Investigation & Trending,Annual,164,4,Due Soon,0,0,100.0,FDA,High,0,Data Integrity,System Upgrade
Deviation Investigation & Trending,Monthly,165,18,Due Soon,1,0,100.0,EMA,High,0,Process,eBR Implementation
Deviation Investigation & Trending,Monthly,309,9,Due Soon,7,0,100.0,EMA,High,0,Process,System Upgrade
Deviation Investigation & Trending,Annual,143,287,Compliant,1,4,-45.5,FDA,Low,21,Process,Process Automation
Deviation Investigation & Trending,Monthly,164,10,Due Soon,1,0,100.0,EMA,High,0,Quality,eBR Implementation
Deviation Investigation & Trending,Monthly,24,15,Due Soon,2,3,42.9,PMDA,High,0,All,eBR Implementation
Deviation Investigation & Trending,Annual,88,231,Compliant,1,2,27.3,PMDA,Low,5,Process,Process Automation
Deviation Investigation & Trending,Semi-Annual,11,147,Compliant,3,1,87.1,PMDA,Low,2,Manufacturing,None
Deviation Investigation & Trending,Annual,146,236,Compliant,1,1,63.6,EMA,Low,12,All,eBR Implementation
Deviation Investigation & Trending,Continuous,173,0,Due Soon,5,2,84.3,FDA,High,0,Manufacturing,Process Automation
Deviation Investigation & Trending,Annual,155,212,Compliant,3,1,87.1,PMDA,Low,8,Data Integrity,Data Governance
Deviation Investigation & Trending,Monthly,285,2,Due Soon,1,1,63.6,PMDA,High,11,All,None
Deviation Investigation & Trending,Annual,153,201,Compliant,2,2,61.9,Multiple,Low,1,All,eBR Implementation
Deviation Investigation & Trending,Quarterly,53,79,Compliant,1,1,63.6,FDA,Low,31,Quality,eBR Implementation
Deviation Investigation & Trending,Annual,54,71,Compliant,0,0,100.0,PMDA,Low,0,All,System Upgrade
Deviation Investigation & Trending,Semi-Annual,98,22,Due Soon,7,3,83.1,PMDA,High,20,Process,eBR Implementation
Deviation Investigation & Trending,Annual,23,132,Compliant,1,2,27.3,FDA,Low,7,Manufacturing,Data Governance
Deviation Investigation & Trending,Annual,169,135,Compliant,2,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Deviation Investigation & Trending,Semi-Annual,236,149,Compliant,3,0,100.0,FDA,Low,0,Quality,Data Governance
Deviation Investigation & Trending,Semi-Annual,212,149,Compliant,1,1,63.6,Multiple,Low,2,Manufacturing,None
Deviation Investigation & Trending,Continuous,296,3,Due Soon,0,0,100.0,Multiple,High,0,All,Data Governance
Deviation Investigation & Trending,Quarterly,116,61,Compliant,4,0,100.0,FDA,Low,0,Data Integrity,Data Governance
Deviation Investigation & Trending,Annual,286,180,Compliant,4,1,90.2,EMA,Low,11,Quality,eBR Implementation
Deviation Investigation & Trending,Annual,31,253,Compliant,1,2,27.3,EMA,Low,0,Manufacturing,System Upgrade
Deviation Investigation & Trending,Monthly,198,26,Due Soon,1,1,63.6,EMA,High,43,All,eBR Implementation
Deviation Investigation & Trending,Quarterly,303,26,Due Soon,0,1,-300.0,PMDA,High,25,Data Integrity,Process Automation
Deviation Investigation & Trending,Semi-Annual,55,129,Compliant,5,0,100.0,EMA,Low,0,Quality,Data Governance
Deviation Investigation & Trending,Monthly,318,14,Due Soon,2,0,100.0,EMA,High,0,All,System Upgrade
Deviation Investigation & Trending,Annual,217,142,Compliant,4,0,100.0,EMA,Low,0,Data Integrity,None
Deviation Investigation & Trending,Annual,237,75,Compliant,4,4,61.0,FDA,Low,37,Manufacturing,System Upgrade
Deviation Investigation & Trending,Annual,96,235,Compliant,6,0,100.0,PMDA,Low,0,Manufacturing,Process Automation
Deviation Investigation & Trending,Continuous,181,7,Due Soon,0,1,-300.0,PMDA,High,7,Manufacturing,None
Deviation Investigation & Trending,Annual,221,181,Compliant,0,0,100.0,EMA,Low,0,Quality,Process Automation
Deviation Investigation & Trending,Continuous,261,6,Due Soon,7,3,83.1,PMDA,High,2,Manufacturing,Process Automation
Deviation Investigation & Trending,Quarterly,51,47,Scheduled,1,1,63.6,FDA,Medium,19,All,Process Automation
Deviation Investigation & Trending,Semi-Annual,97,75,Compliant,2,5,4.8,Multiple,Low,16,Quality,None
Deviation Investigation & Trending,Quarterly,312,67,Compliant,9,1,95.6,Multiple,Low,21,Process,Process Automation
Deviation Investigation & Trending,Annual,26,348,Compliant,5,0,100.0,EMA,Low,0,Manufacturing,System Upgrade
Deviation Investigation & Trending,Annual,19,27,Due Soon,0,2,-700.0,PMDA,High,0,Quality,eBR Implementation
Deviation Investigation & Trending,Continuous,142,1,Due Soon,1,2,27.3,EMA,High,16,Process,Process Automation
Deviation Investigation & Trending,Monthly,52,12,Due Soon,0,1,-300.0,EMA,High,6,Data Integrity,Process Automation
Deviation Investigation & Trending,Semi-Annual,105,43,Scheduled,1,3,-9.1,PMDA,Medium,10,Data Integrity,None
Deviation Investigation & Trending,Quarterly,49,0,Due Soon,11,0,100.0,EMA,High,0,Process,None
Deviation Investigation & Trending,Monthly,157,23,Due Soon,1,2,27.3,EMA,High,5,Quality,Data Governance
Deviation Investigation & Trending,Annual,96,85,Compliant,0,9,-3500.0,PMDA,Low,20,All,System Upgrade
Deviation Investigation & Trending,Annual,243,341,Compliant,2,1,81.0,Multiple,Low,0,Data Integrity,eBR Implementation
Deviation Investigation & Trending,Semi-Annual,40,67,Compliant,11,2,92.8,EMA,Low,0,Manufacturing,None
Deviation Investigation & Trending,Quarterly,299,60,Compliant,0,2,-700.0,FDA,Low,0,All,System Upgrade
Deviation Investigation & Trending,Monthly,24,3,Due Soon,8,13,35.8,FDA,High,21,Process,Data Governance
Deviation Investigation & Trending,Semi-Annual,258,134,Compliant,4,1,90.2,EMA,Low,0,Quality,eBR Implementation
Deviation Investigation & Trending,Annual,172,155,Compliant,3,0,100.0,Multiple,Low,0,All,Data Governance
Deviation Investigation & Trending,Continuous,340,4,Due Soon,2,0,100.0,Multiple,High,0,Data Integrity,Data Governance
Deviation Investigation & Trending,Monthly,181,0,Due Soon,0,0,100.0,PMDA,High,0,Data Integrity,None
Supplier Qualification & Re-qualification,Continuous,58,7,Due Soon,5,0,100.0,PMDA,High,0,Process,eBR Implementation
Supplier Qualification & Re-qualification,Semi-Annual,113,105,Compliant,1,0,100.0,EMA,Low,0,Data Integrity,Process Automation
Supplier Qualification & Re-qualification,Annual,296,125,Compliant,0,3,-1100.0,Multiple,Low,8,Data Integrity,System Upgrade
Supplier Qualification & Re-qualification,Annual,194,99,Compliant,0,0,100.0,FDA,Low,0,Data Integrity,None
Supplier Qualification & Re-qualification,Monthly,270,30,Scheduled,12,1,96.7,EMA,Medium,3,Data Integrity,Data Governance
Supplier Qualification & Re-qualification,Quarterly,302,50,Scheduled,1,0,100.0,Multiple,Medium,0,Data Integrity,Data Governance
Supplier Qualification & Re-qualification,Semi-Annual,297,10,Due Soon,0,2,-700.0,PMDA,High,3,Process,eBR Implementation
Supplier Qualification & Re-qualification,Monthly,233,25,Due Soon,5,0,100.0,PMDA,High,0,Data Integrity,eBR Implementation
Supplier Qualification & Re-qualification,Annual,351,255,Compliant,0,2,-700.0,EMA,Low,4,All,System Upgrade
Supplier Qualification & Re-qualification,Continuous,320,4,Due Soon,3,2,74.2,EMA,High,32,Data Integrity,Process Automation
Supplier Qualification & Re-qualification,Quarterly,151,8,Due Soon,0,0,100.0,FDA,High,0,All,eBR Implementation
Supplier Qualification & Re-qualification,Semi-Annual,304,72,Compliant,2,0,100.0,FDA,Low,0,Manufacturing,Process Automation
Supplier Qualification & Re-qualification,Quarterly,221,0,Due Soon,1,0,100.0,PMDA,High,0,Manufacturing,eBR Implementation
Supplier Qualification & Re-qualification,Quarterly,180,17,Due Soon,2,0,100.0,PMDA,High,0,Process,None
Supplier Qualification & Re-qualification,Semi-Annual,139,22,Due Soon,5,2,84.3,EMA,High,0,Quality,Process Automation
Supplier Qualification & Re-qualification,Continuous,149,1,Due Soon,5,0,100.0,EMA,High,0,Manufacturing,Process Automation
Supplier Qualification & Re-qualification,Quarterly,348,31,Scheduled,1,0,100.0,Multiple,Medium,0,All,Process Automation
Supplier Qualification & Re-qualification,Annual,155,133,Compliant,5,0,100.0,PMDA,Low,0,Quality,None
Supplier Qualification & Re-qualification,Monthly,166,21,Due Soon,0,5,-1900.0,EMA,High,2,Quality,Data Governance
Supplier Qualification & Re-qualification,Semi-Annual,284,106,Compliant,8,0,100.0,EMA,Low,0,Data Integrity,Data Governance
Supplier Qualification & Re-qualification,Annual,291,152,Compliant,5,1,92.2,Multiple,Low,19,Process,System Upgrade
Supplier Qualification & Re-qualification,Monthly,224,25,Due Soon,11,3,89.2,FDA,High,5,Quality,None
Supplier Qualification & Re-qualification,Monthly,161,22,Due Soon,5,1,92.2,PMDA,High,0,All,Data Governance
Supplier Qualification & Re-qualification,Monthly,216,14,Due Soon,7,0,100.0,Multiple,High,0,All,eBR Implementation
Supplier Qualification & Re-qualification,Continuous,216,0,Due Soon,0,0,100.0,FDA,High,0,Quality,None
Supplier Qualification & Re-qualification,Quarterly,298,31,Scheduled,2,1,81.0,PMDA,Medium,8,Quality,None
Supplier Qualification & Re-qualification,Continuous,28,4,Due Soon,0,1,-300.0,Multiple,High,23,Quality,Process Automation
Supplier Qualification & Re-qualification,Annual,266,236,Compliant,1,1,63.6,Multiple,Low,2,Manufacturing,eBR Implementation
Supplier Qualification & Re-qualification,Annual,333,138,Compliant,0,1,-300.0,FDA,Low,0,Data Integrity,None
Supplier Qualification & Re-qualification,Annual,290,148,Compliant,3,1,87.1,Multiple,Low,4,Data Integrity,eBR Implementation
Supplier Qualification & Re-qualification,Annual,346,299,Compliant,1,3,-9.1,FDA,Low,0,Quality,None
Supplier Qualification & Re-qualification,Semi-Annual,254,143,Compliant,2,3,42.9,EMA,Low,24,Quality,System Upgrade
Supplier Qualification & Re-qualification,Quarterly,160,80,Compliant,2,0,100.0,FDA,Low,0,All,None
Supplier Qualification & Re-qualification,Semi-Annual,35,29,Due Soon,0,0,100.0,FDA,High,0,Quality,None
Supplier Qualification & Re-qualification,Annual,50,266,Compliant,3,0,100.0,EMA,Low,0,Quality,eBR Implementation
Supplier Qualification & Re-qualification,Monthly,259,0,Due Soon,6,1,93.4,Multiple,High,0,All,eBR Implementation
Supplier Qualification & Re-qualification,Annual,208,153,Compliant,0,1,-300.0,Multiple,Low,0,Quality,System Upgrade
Supplier Qualification & Re-qualification,Continuous,314,4,Due Soon,4,3,70.7,Multiple,High,32,Process,eBR Implementation
Supplier Qualification & Re-qualification,Monthly,326,4,Due Soon,3,2,74.2,FDA,High,9,Quality,System Upgrade
Supplier Qualification & Re-qualification,Semi-Annual,262,43,Scheduled,1,1,63.6,EMA,Medium,2,All,Process Automation
Supplier Qualification & Re-qualification,Quarterly,342,37,Scheduled,0,2,-700.0,FDA,Medium,31,Process,Process Automation
Supplier Qualification & Re-qualification,Quarterly,141,85,Compliant,2,0,100.0,Multiple,Low,0,All,eBR Implementation
Supplier Qualification & Re-qualification,Monthly,218,13,Due Soon,2,0,100.0,EMA,High,0,Manufacturing,Data Governance
Supplier Qualification & Re-qualification,Monthly,289,3,Due Soon,1,4,-45.5,Multiple,High,6,Manufacturing,None
Supplier Qualification & Re-qualification,Quarterly,331,4,Due Soon,0,2,-700.0,Multiple,High,4,Manufacturing,Data Governance
Supplier Qualification & Re-qualification,Semi-Annual,235,119,Compliant,3,1,87.1,PMDA,Low,12,Manufacturing,System Upgrade
Supplier Qualification & Re-qualification,Quarterly,258,64,Compliant,0,0,100.0,EMA,Low,0,Data Integrity,None
Supplier Qualification & Re-qualification,Monthly,33,16,Due Soon,1,1,63.6,EMA,High,2,Quality,Data Governance
Supplier Qualification & Re-qualification,Continuous,236,5,Due Soon,1,5,-81.8,EMA,High,2,Data Integrity,Data Governance
Supplier Qualification & Re-qualification,Monthly,331,2,Due Soon,5,2,84.3,Multiple,High,22,All,Process Automation
Supplier Qualification & Re-qualification,Continuous,295,2,Due Soon,7,1,94.4,PMDA,High,11,Quality,Data Governance
Supplier Qualification & Re-qualification,Continuous,300,5,Due Soon,2,0,100.0,Multiple,High,0,Manufacturing,eBR Implementation
Supplier Qualification & Re-qualification,Annual,119,81,Compliant,0,0,100.0,FDA,Low,0,Manufacturing,Process Automation
Supplier Qualification & Re-qualification,Monthly,119,10,Due Soon,0,2,-700.0,EMA,High,33,Manufacturing,System Upgrade
Supplier Qualification & Re-qualification,Monthly,216,24,Due Soon,6,0,100.0,FDA,High,0,Manufacturing,None
Supplier Qualification & Re-qualification,Quarterly,20,14,Due Soon,0,2,-700.0,FDA,High,4,All,Data Governance
Supplier Qualification & Re-qualification,Continuous,90,0,Due Soon,5,2,84.3,PMDA,High,9,Manufacturing,Process Automation
Supplier Qualification & Re-qualification,Monthly,327,4,Due Soon,0,0,100.0,EMA,High,0,Quality,Data Governance
Supplier Qualification & Re-qualification,Monthly,348,14,Due Soon,0,1,-300.0,PMDA,High,38,Quality,System Upgrade
Supplier Qualification & Re-qualification,Semi-Annual,271,111,Compliant,0,0,100.0,EMA,Low,0,Manufacturing,None
Supplier Qualification & Re-qualification,Annual,343,322,Compliant,2,0,100.0,FDA,Low,0,Quality,eBR Implementation
Supplier Qualification & Re-qualification,Semi-Annual,185,1,Due Soon,5,0,100.0,Multiple,High,0,Process,None
Supplier Qualification & Re-qualification,Annual,95,174,Compliant,9,3,86.8,Multiple,Low,21,Quality,System Upgrade
Supplier Qualification & Re-qualification,Continuous,257,7,Due Soon,0,0,100.0,PMDA,High,0,Data Integrity,None
Supplier Qualification & Re-qualification,Continuous,35,2,Due Soon,4,2,80.5,Multiple,High,12,All,Process Automation
Supplier Qualification & Re-qualification,Annual,41,291,Compliant,1,0,100.0,EMA,Low,0,Process,Data Governance
Supplier Qualification & Re-qualification,Annual,256,60,Compliant,9,0,100.0,EMA,Low,0,Manufacturing,None
Supplier Qualification & Re-qualification,Continuous,12,5,Due Soon,0,0,100.0,EMA,High,0,Data Integrity,Data Governance
Supplier Qualification & Re-qualification,Monthly,184,22,Due Soon,4,0,100.0,FDA,High,0,Quality,Data Governance
Supplier Qualification & Re-qualification,Annual,295,273,Compliant,2,0,100.0,EMA,Low,0,Process,None
Supplier Qualification & Re-qualification,Continuous,205,4,Due Soon,0,2,-700.0,FDA,High,0,Process,eBR Implementation
Supplier Qualification & Re-qualification,Continuous,135,7,Due Soon,1,1,63.6,FDA,High,5,Manufacturing,Data Governance
Supplier Qualification & Re-qualification,Monthly,103,8,Due Soon,0,3,-1100.0,PMDA,High,26,Manufacturing,System Upgrade
Supplier Qualification & Re-qualification,Semi-Annual,169,140,Compliant,1,0,100.0,FDA,Low,0,Quality,Process Automation
Supplier Qualification & Re-qualification,Annual,313,288,Compliant,1,2,27.3,FDA,Low,8,Data Integrity,eBR Implementation
Supplier Qualification & Re-qualification,Monthly,314,19,Due Soon,0,2,-700.0,FDA,High,7,Process,Process Automation
Supplier Qualification & Re-qualification,Semi-Annual,22,69,Compliant,1,0,100.0,FDA,Low,0,Manufacturing,Process Automation
Supplier Qualification & Re-qualification,Continuous,333,3,Due Soon,0,4,-1500.0,PMDA,High,13,All,Process Automation
Supplier Qualification & Re-qualification,Quarterly,11,29,Due Soon,0,1,-300.0,FDA,High,8,Manufacturing,System Upgrade
Supplier Qualification & Re-qualification,Continuous,350,6,Due Soon,0,0,100.0,FDA,High,0,Process,Process Automation
Supplier Qualification & Re-qualification,Annual,194,198,Compliant,3,0,100.0,EMA,Low,0,All,Process Automation
Supplier Qualification & Re-qualification,Continuous,60,2,Due Soon,1,0,100.0,Multiple,High,0,Manufacturing,None
Supplier Qualification & Re-qualification,Quarterly,100,45,Scheduled,1,1,63.6,PMDA,Medium,1,All,eBR Implementation
Supplier Qualification & Re-qualification,Semi-Annual,48,59,Scheduled,2,0,100.0,FDA,Medium,0,Quality,Process Automation
Supplier Qualification & Re-qualification,Continuous,8,0,Due Soon,3,0,100.0,EMA,High,0,Manufacturing,eBR Implementation
Supplier Qualification & Re-qualification,Annual,225,64,Compliant,2,1,81.0,EMA,Low,11,Data Integrity,eBR Implementation
Supplier Qualification & Re-qualification,Quarterly,309,44,Scheduled,4,0,100.0,EMA,Medium,0,Data Integrity,System Upgrade
Supplier Qualification & Re-qualification,Continuous,246,6,Due Soon,10,2,92.1,FDA,High,8,Manufacturing,eBR Implementation
Supplier Qualification & Re-qualification,Quarterly,106,69,Compliant,6,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
